movie_id,overview,popularity,release_date,title,vote_average,vote_count,genres,keywords,month,year,director,producer,actors,characters,tags
686919,"determined to make it in showbiz, an aspiring young actor considers turning his back on the beloved irani café run by his family for generations.",4.375,2020-03-27 00:00:00,maska,5.6,11.0,comedy,[],march,2020.0,deepaalimchandani,seheralylatif,manishakoirala pritkamani nikitadutta javedjaffrey shirleysetia,dianairani rumiirani mallikachopra rustomirani persismistry,determined to make it in showbiz  an aspiring young actor considers turning his back on the beloved irani café run by his family for generations  comedy    manishakoirala pritkamani nikitadutta javedjaffrey shirleysetia dianairani rumiirani mallikachopra rustomirani persismistry deepaalimchandani seheralylatif
54072,"young raj malhotra (akshay kumar) lives with his elder brother, rohit; his sister-in-law kiran, and a niece. after an accident fractures his leg, he is unable to walk for some time. due to psychological reasons, he cannot walk even after the fracture heals. when the malhotras move to dehra dun, raj befriends young kajal (dutta), as both share a common passion for airplanes. kajal encourages raj to walk, and succeeds. years later the two continue to be fast friends, and everyone expects them to marry soon. then raj is recruited by the indian air force and goes for training for a year and a half. after his training gets over, he rushes to kajal to propose to her, only to find out that she has given her heart to a multimillionaire, karan singhania (verma), who owns several airplanes and choppers. raj congratulates kajal and karan, but does not reveal his true feelings.",3.52,2003-05-23 00:00:00,andaaz,5.0,8.0,drama music romance,"['lovetriangle','lossoflovedone','marriage','friendship','love','misunderstanding','childhoodfriends','engagementparty','pilottraining']",may,2003.0,rajkanwar,,akshaykumar laradutta priyankachoprajonas rajeevverma pankajdheer,rajmalhotra kajal jiya mr.eeshwarsinghaniya professorrohitmalhotra,young raj malhotra  akshay kumar  lives with his elder brother  rohit  his sister in law kiran  and a niece  after an accident fractures his leg  he is unable to walk for some time  due to psychological reasons  he cannot walk even after the fracture heals  when the malhotras move to dehra dun  raj befriends young kajal  dutta   as both share a common passion for airplanes  kajal encourages raj to walk  and succeeds  years later the two continue to be fast friends  and everyone expects them to marry soon  then raj is recruited by the indian air force and goes for training for a year and a half  after his training gets over  he rushes to kajal to propose to her  only to find out that she has given her heart to a multimillionaire  karan singhania  verma   who owns several airplanes and choppers  raj congratulates kajal and karan  but does not reveal his true feelings  drama music romance   lovetriangle   lossoflovedone   marriage   friendship   love   misunderstanding   childhoodfriends   engagementparty   pilottraining   akshaykumar laradutta priyankachoprajonas rajeevverma pankajdheer rajmalhotra kajal jiya mr eeshwarsinghaniya professorrohitmalhotra rajkanwar 
33206,"as if running a mall is not enough, gaurav rane has also to bail out his widower dad, janardhan, as well as madhav mathur, several times from police custody on multiple counts of eve-teasing. romance enters his life in the attractive shape of u.s.-based sheekha kapoor, who also befriends both janardhan and madhav. chaos results, hilarious at times, when janardhan starts to change his appearance to",3.221,2008-06-13 00:00:00,mere baap pehle aap,4.9,23.0,romance comedy,"['remake','hijinks','widower','latemarriage','eldercare']",june,2008.0,priyadarshan,,akshayekhanna geneliad'souza pareshrawal archanapuransingh ompuri,gauravrane sheekhakapoor janaradhanwishvanbharrane inspectorbhavanibhagat madhavmathur,as if running a mall is not enough  gaurav rane has also to bail out his widower dad  janardhan  as well as madhav mathur  several times from police custody on multiple counts of eve teasing  romance enters his life in the attractive shape of u s  based sheekha kapoor  who also befriends both janardhan and madhav  chaos results  hilarious at times  when janardhan starts to change his appearance to romance comedy   remake   hijinks   widower   latemarriage   eldercare   akshayekhanna geneliad souza pareshrawal archanapuransingh ompuri gauravrane sheekhakapoor janaradhanwishvanbharrane inspectorbhavanibhagat madhavmathur priyadarshan 
391778,"the famous and idolized indian cricketer mohammad azharuddin, known as azhar, faces in court those who accuse him of match-fixing in exchange for large sums of money during the national team's tour of south africa.",2.845,2016-05-13 00:00:00,azhar,5.9,27.0,drama,[],may,2016.0,anthonyd'souza,ektakapoor,emraanhashmi nargisfakhri laradutta prachidesai kunaalroykapur,mohammadazharuddin sangeetabijlani meeraverma naureen ramakanthreddy,the famous and idolized indian cricketer mohammad azharuddin  known as azhar  faces in court those who accuse him of match fixing in exchange for large sums of money during the national team s tour of south africa  drama    emraanhashmi nargisfakhri laradutta prachidesai kunaalroykapur mohammadazharuddin sangeetabijlani meeraverma naureen ramakanthreddy anthonyd souza ektakapoor
72127,"sharda vows vengeance when her husband is murdered by his two evil cousins, bhishamber and bhanu, and she and her two young sons are thrown out on the street. those sons grow into the upstanding police officer ram and the easily tempted dreamer lakhan. if the family is to be avenged, ram will have to lead his brother away from the path of corruption he's strayed onto, and protect him from the influence of bhanu and bhishamber.",2.479,1989-01-27 00:00:00,ram lakhan,7.0,15.0,action drama,[],january,1989.0,subhashghai,ashokghai,rakheegulzar jackieshroff anilkapoor madhuridixit amrishpuri,sharda inspectorrampratapsingh inspectorlakhanpratapsingh radhashastri bhishambarnath,sharda vows vengeance when her husband is murdered by his two evil cousins  bhishamber and bhanu  and she and her two young sons are thrown out on the street  those sons grow into the upstanding police officer ram and the easily tempted dreamer lakhan  if the family is to be avenged  ram will have to lead his brother away from the path of corruption he s strayed onto  and protect him from the influence of bhanu and bhishamber  action drama    rakheegulzar jackieshroff anilkapoor madhuridixit amrishpuri sharda inspectorrampratapsingh inspectorlakhanpratapsingh radhashastri bhishambarnath subhashghai ashokghai
92193,"shiva kumar re-locates to mumbai to live with his brother, and joins the police force. however, he befriends a rebel journalist hoping to expose the corruption of the force he works for.",4.02,2006-09-15 00:00:00,shiva,3.3,8.0,drama action thriller,"['policecorruption','whistleblower']",september,2006.0,ramgopalvarma,manmohanshetty,mohitahlawat vinodjaywant priyankakothari upendralimaye shereveervakil,sub-inpsectorshivakumar bharti sandhyajoshi bappuganesh john,shiva kumar re locates to mumbai to live with his brother  and joins the police force  however  he befriends a rebel journalist hoping to expose the corruption of the force he works for  drama action thriller   policecorruption   whistleblower   mohitahlawat vinodjaywant priyankakothari upendralimaye shereveervakil sub inpsectorshivakumar bharti sandhyajoshi bappuganesh john ramgopalvarma manmohanshetty
551688,"when bobby meets her new tenants, a young married couple, their perfectly normal life leaves her really curious. but then a murder takes place and bobby suspects keshav has a role to play in the crime.",2.609,2019-07-26 00:00:00,judgementall hai kya,6.0,19.0,comedy drama thriller,['murder'],july,2019.0,amitrai,ektakapoor,kanganaranaut rajkummarrao jimmyshergill amyradastur amritapuri,bobbygrewal keshav shridhar reema megha,when bobby meets her new tenants  a young married couple  their perfectly normal life leaves her really curious  but then a murder takes place and bobby suspects keshav has a role to play in the crime  comedy drama thriller   murder   kanganaranaut rajkummarrao jimmyshergill amyradastur amritapuri bobbygrewal keshav shridhar reema megha amitrai ektakapoor
146329,"ammaa ki boli is a comical genre movie directed by narayan chauhan and produced by mukesh chaudhary under the banner of street act production. the story revolves around an old-aged husbandless mother, her 5 grown-up children’s and a second-rate two-seater scooter. the movie features faruk zafar as ammaa in lead role, following with priyal patil, govind namdev, sitaram panchal, sanjay mishra, hrishita bhatt, zakir hussain actor, ishtiaq khan, shekhar singh and others in their respective important roles",2.129,2019-08-30 00:00:00,ammaa ki boli,4.2,3.0,comedy drama,[],august,2019.0,,saajanagarwal,hrishitaabhatt sanjaymishra himanishivpuri govindnamdeo zakirhussain,pramila rukmi kalavati parmu hari,ammaa ki boli is a comical genre movie directed by narayan chauhan and produced by mukesh chaudhary under the banner of street act production the story revolves around an old aged husbandless mother her 5 grown up children s and a second rate two seater scooter the movie features faruk zafar as ammaa in lead role following with priyal patil govind namdev sitaram panchal sanjay mishra hrishita bhatt zakir hussain actor ishtiaq khan shekhar singh and others in their respective important roles comedy drama  hrishitaabhatt sanjaymishra himanishivpuri govindnamdeo zakirhussain pramila rukmi kalavati parmu hari saajanagarwal
60397,"sanjana loves rahul, but rahul treats sanjana as a friend. he is attracted to nisha, and announces that he will be marrying her soon. sanjana does not take kindly to this, and in her heart hopes to make rahul change his mind. she hires shekhar to be her lover/boyfriend, and go out with her, so as to make rahul jealous. this does not work, rahul is drawn even closer to nisha, and shekhar finds himself falling in love with sanjana. sanjana finds herself getting attracted to shekhar, only to find out that the police, especially inspector khan, would like to arrest shekhar for criminal activities",2.787,1998-07-15 00:00:00,pyaar to hona hi tha,6.2,17.0,comedy romance,[],july,1998.0,,,ajaydevgn kajol kashmerashah ompuri tikutalsania,shekhar sanjana nisha inspectorkhan kumarmangat,sanjana loves rahul but rahul treats sanjana as a friend he is attracted to nisha and announces that he will be marrying her soon sanjana does not take kindly to this and in her heart hopes to make rahul change his mind she hires shekhar to be her lover boyfriend and go out with her so as to make rahul jealous this does not work rahul is drawn even closer to nisha and shekhar finds himself falling in love with sanjana sanjana finds herself getting attracted to shekhar only to find out that the police especially inspector khan would like to arrest shekhar for criminal activities comedy romance  ajaydevgn kajol kashmerashah ompuri tikutalsania shekhar sanjana nisha inspectorkhan kumarmangat 
65683,"raja lives a poor lifestyle along with his dad, hazariprasad and mom. he attends college where he has several run-ins with wealthy fellow-collegian, madhu mehra. matters escalate to such an extent that she accuses him of sexually molesting her. when his dad comes to know, he decides to seize this chance to get rich quickly, masquerades as a wealthy businessman, approaches mr. mehra, and arranges for their children to get married. murphy's law prevails at the time of the engagement - changing everyone's lives forever.",3.503,1990-06-22 00:00:00,dil,6.4,26.0,drama comedy romance,[],june,1990.0,indrakumar,,aamirkhan madhuridixit saeedjaffrey anupamkher padmarani,rajaprasad madhumehra mr.mehra hazariprasad savitriprasad,raja lives a poor lifestyle along with his dad  hazariprasad and mom  he attends college where he has several run ins with wealthy fellow collegian  madhu mehra  matters escalate to such an extent that she accuses him of sexually molesting her  when his dad comes to know  he decides to seize this chance to get rich quickly  masquerades as a wealthy businessman  approaches mr  mehra  and arranges for their children to get married  murphy s law prevails at the time of the engagement   changing everyone s lives forever  drama comedy romance    aamirkhan madhuridixit saeedjaffrey anupamkher padmarani rajaprasad madhumehra mr mehra hazariprasad savitriprasad indrakumar 
46371,"kishan is a young man from goa whose brain is full of every conceivable trick to make a quick buck. he cons people by slipping into different outfits and by assuming many guises. julie, is a sexy club dancer with quite a local reputation, but behind her raunchy exterior is a compassionate, kind-hearted woman who goes out of her way to help the needy...",4.892,2006-11-10 00:00:00,apna sapna money money,5.9,15.0,comedy,[],november,2006.0,sangeethsivan,,riteshdeshmukh sunielshetty jackieshroff celinajaitly koenamitra,kishan/sunaina/sania/sarjumaharajbanaraswale inspectormane carlos sania juliefernandes,kishan is a young man from goa whose brain is full of every conceivable trick to make a quick buck  he cons people by slipping into different outfits and by assuming many guises  julie  is a sexy club dancer with quite a local reputation  but behind her raunchy exterior is a compassionate  kind hearted woman who goes out of her way to help the needy    comedy    riteshdeshmukh sunielshetty jackieshroff celinajaitly koenamitra kishan sunaina sania sarjumaharajbanaraswale inspectormane carlos sania juliefernandes sangeethsivan 
161227,love slowly develops between a spoiled young rich man and a nightclub dancer he tries to impress.,2.093,1999-04-02 00:00:00,jaanam samjha karo,4.9,11.0,drama romance,[],april,1999.0,andaleebsultanpuri,bharatshah,salmankhan urmilamatondkar jaspalbhatti shammikapoor shaktikapoor,rahul chandni ishwarsingh'tubby' rahul'sdadaji harry,love slowly develops between a spoiled young rich man and a nightclub dancer he tries to impress  drama romance    salmankhan urmilamatondkar jaspalbhatti shammikapoor shaktikapoor rahul chandni ishwarsingh tubby  rahul sdadaji harry andaleebsultanpuri bharatshah
539470,faking his death to escape the realities of his uneventful life worked out well for brij mohan -- until he was sentenced to death for his own murder.,2.363,2018-08-03 00:00:00,brij mohan amar rahe!,5.0,11.0,comedy drama,[],august,2018.0,,guneetmonga,arjunmathur sheetalthakur manavvij nidhisingh,brijmohan simi beniwal sweety,faking his death to escape the realities of his uneventful life worked out well for brij mohan  until he was sentenced to death for his own murder comedy drama  arjunmathur sheetalthakur manavvij nidhisingh brijmohan simi beniwal sweety guneetmonga
460738,"a man's life changes after he unknowingly gets super powers and then embarks on a journey that helps him discover the true meaning of love, life, courage, sacrifice, and his role in the world.  balaji motion pictures presents a brat films production 'super singh'- ""ikk te assi singh, utton super' punjabi cinema's 1st superhero film. directed by national award winning and blockbuster punjabi film director anurag singh (jatt and juliet 1 & 2 and punjab 1984).",3.14,2017-06-16 00:00:00,super singh,6.9,37.0,action comedy fantasy,[],june,2017.0,anuragsingh,ektakapoor,diljitdosanjh sonambajwa pavanmalhotra ranaranbir alexandrabandean,    cathy,a man s life changes after he unknowingly gets super powers and then embarks on a journey that helps him discover the true meaning of love life courage sacrifice and his role in the world  balaji motion pictures presents a brat films production super singh  ikk te assi singh utton super punjabi cinema s 1st superhero film directed by national award winning and blockbuster punjabi film director anurag singh jatt and juliet 1  2 and punjab 1984  action comedy fantasy  diljitdosanjh sonambajwa pavanmalhotra ranaranbir alexandrabandean   cathy anuragsingh ektakapoor
370870,"set in the city of uttar pradesh and based on true events, the plot revolves around dr shrinivas ramchandra siras who taught marathi at aligarh muslim university. he was sacked from his position of reader and chair of modern indian languages, on charges of homosexuality. a sting operation was conducted by a tv channel which showed him in an embrace with a rickshaw puller, at his house inside the campus.",3.538,2016-02-26 00:00:00,aligarh,7.0,42.0,drama,['lgbt'],february,2016.0,hansalmehta,shaileshr.singh,sukhesharora manojbajpayee balajigauri sumitgulati dilnazirani,tahirislam professorsiras nitagrewal tashi namita,set in the city of uttar pradesh and based on true events  the plot revolves around dr shrinivas ramchandra siras who taught marathi at aligarh muslim university  he was sacked from his position of reader and chair of modern indian languages  on charges of homosexuality  a sting operation was conducted by a tv channel which showed him in an embrace with a rickshaw puller  at his house inside the campus  drama   lgbt   sukhesharora manojbajpayee balajigauri sumitgulati dilnazirani tahirislam professorsiras nitagrewal tashi namita hansalmehta shaileshr singh
455470,abhimanyu roy is stuck with writer's block until he decides to re-live the memories of his childhood sweetheart bindu who aspires to be a successful singer and struggles to give abhi the one thing he craves - stability.,4.24,2017-05-11 00:00:00,meri pyaari bindu,6.1,32.0,drama romance,"[""writer'sblock""]",may,2017.0,maneeshsharma,adityachopra,ayushmannkhurrana parineetichopra kamalikabanerjee rajatabhadutta prakashbelawadi,"abhimanyu""abhi""roy bindushankarnarayanan boobimashi bubla'sfather bindu'sfather",abhimanyu roy is stuck with writer s block until he decides to re live the memories of his childhood sweetheart bindu who aspires to be a successful singer and struggles to give abhi the one thing he craves   stability  drama romance   writer sblock   ayushmannkhurrana parineetichopra kamalikabanerjee rajatabhadutta prakashbelawadi abhimanyu abhi roy bindushankarnarayanan boobimashi bubla sfather bindu sfather maneeshsharma adityachopra
531601,"this spoof comedy narrates the story of a cop arjun patiala and his sidekick onidda singh. together, will they be able to accomplish their mission of a crime-free town with their goofy style of policing?",2.184,2019-07-19 00:00:00,arjun patiala,3.5,5.0,comedy romance,['romanticcomedy'],july,2019.0,rohitjugraj,dineshvijan,diljitdosanjh kritisanon varunsharma ronitroy seemapahwa,arjunpatiala riturandhawa onidasingh amarjeetsinghgill mlapraptimakkad,this spoof comedy narrates the story of a cop arjun patiala and his sidekick onidda singh  together  will they be able to accomplish their mission of a crime free town with their goofy style of policing  comedy romance   romanticcomedy   diljitdosanjh kritisanon varunsharma ronitroy seemapahwa arjunpatiala riturandhawa onidasingh amarjeetsinghgill mlapraptimakkad rohitjugraj dineshvijan
56317,"vaidehi (manisha koirala) gets married to raghuvir (jackie shroff), an nri. suffering the agony of an unhappy marriage, she decides to run away from him when she learns that she is pregnant and he wants to take the child away from her. in her pursuit for freedom, she meets mythili (mahima chaudhury) a bride-to-be, janaki (madhuri dixit) a theatre artist and ramdulari (rekha) a village midwife - all of whom are victims of male chauvinism. they however refuse to be put down and fight for their rights.",2.102,2001-09-19 00:00:00,lajja,6.9,11.0,drama,[],september,2001.0,,,rekha anilkapoor jackieshroff madhuridixit ajaydevgn,ramdulaari raju raghu janki bulwa,vaidehi manisha koirala gets married to raghuvir jackie shroff  an nri suffering the agony of an unhappy marriage she decides to run away from him when she learns that she is pregnant and he wants to take the child away from her in her pursuit for freedom she meets mythili mahima chaudhury a bride to be janaki madhuri dixit a theatre artist and ramdulari rekha a village midwife  all of whom are victims of male chauvinism they however refuse to be put down and fight for their rights drama  rekha anilkapoor jackieshroff madhuridixit ajaydevgn ramdulaari raju raghu janki bulwa 
194136,"a zamindar and his family called ""the sooryavansh family"" of bharathpur village has a god like image among the villagers. this generation is headed by thakur bhanupratap singh.",4.242,1999-05-20 00:00:00,sooryavansham,6.0,24.0,action drama,[],may,1999.0,e.v.v.satyanarayana,,amitabhbachchan soundarya anupamkher mukeshrishi shivajisatham,thakurbhanupratapsingh/heerasingh radhasingh dharmendra deshrajthakur/kevdathakur radha'sfather,a zamindar and his family called  the sooryavansh family  of bharathpur village has a god like image among the villagers  this generation is headed by thakur bhanupratap singh  action drama    amitabhbachchan soundarya anupamkher mukeshrishi shivajisatham thakurbhanupratapsingh heerasingh radhasingh dharmendra deshrajthakur kevdathakur radha sfather e v v satyanarayana 
46370,"anwar is the story of a young man, an artist, who leaves his home and everything he knows in order to escape a world he no longer recognizes.  all he ever wanted was a love story, instead, his mentor abandons him and his best friend and his one true love betray him. devastated, emotionally exhausted, he takes refuge in an old building, only to wake up the next morning to find his world turned upside down. mistaken for a terrorist, anwar finds himself in the midst of an unusual set of circumstances that resonate deeply with the modern indian condition and indeed with the human condition in this present-day global village.",2.084,2007-01-12 00:00:00,anwar,5.4,4.0,drama romance,[],january,2007.0,manishjha,rachnasunilsingh,siddharthkoirala nauheedcyrusi manishakoirala vijayraaz rajpalyadav,anwar mehru anita masterpasha gopinath,anwar is the story of a young man an artist who leaves his home and everything he knows in order to escape a world he no longer recognizes  all he ever wanted was a love story instead his mentor abandons him and his best friend and his one true love betray him devastated emotionally exhausted he takes refuge in an old building only to wake up the next morning to find his world turned upside down mistaken for a terrorist anwar finds himself in the midst of an unusual set of circumstances that resonate deeply with the modern indian condition and indeed with the human condition in this present day global village drama romance  siddharthkoirala nauheedcyrusi manishakoirala vijayraaz rajpalyadav anwar mehru anita masterpasha gopinath manishjha rachnasunilsingh
141613,"the story of a hitman who kills for the mob, but on one job he falls madly in love with a girl, who happens to be the beautiful daughter of an associate.",4.441,1996-08-23 00:00:00,jeet,6.9,14.0,action romance,[],august,1996.0,rajkanwar,sajidnadiadwala,sunnydeol salmankhan karismakapoor tabu amrishpuri,karan rajnath'raju'sahay kajals.sharma tulsibai gajrajchoudhary,the story of a hitman who kills for the mob  but on one job he falls madly in love with a girl  who happens to be the beautiful daughter of an associate  action romance    sunnydeol salmankhan karismakapoor tabu amrishpuri karan rajnath raju sahay kajals sharma tulsibai gajrajchoudhary rajkanwar sajidnadiadwala
103931,"a newly-married merchant's son is sent away for business. a ghost, who laid eyes on the bride, falls madly in love with her and takes the form of the husband and begins living with her.",4.09,1973-06-30 00:00:00,duvidha,6.9,19.0,fantasy romance,[],june,1973.0,manikaul,,ravimenon raisapadamsee hardan manoharlalas bholaram,merchant'sson bride   ,a newly married merchant s son is sent away for business a ghost who laid eyes on the bride falls madly in love with her and takes the form of the husband and begins living with her fantasy romance  ravimenon raisapadamsee hardan manoharlalas bholaram merchant sson bride  manikaul 
303281,yudi’s happy life is about to encounter a speed breaker-his bmw gets towed away and his dues have started piling up. he’s run out of money and luck! to make matters worse-his supposed ex-girlfriend isn’t really his ex.,3.115,2014-11-21 00:00:00,happy ending,5.5,28.0,comedy,[],november,2014.0,krishnad.k.,sunillulla,saifalikhan kalkikoechlin ileanad'cruz kimdejesus govinda,yudijaitley/yogi vishakha aanchalreddy christina armaan,yudi s happy life is about to encounter a speed breaker his bmw gets towed away and his dues have started piling up  he s run out of money and luck  to make matters worse his supposed ex girlfriend isn t really his ex  comedy    saifalikhan kalkikoechlin ileanad cruz kimdejesus govinda yudijaitley yogi vishakha aanchalreddy christina armaan krishnad k  sunillulla
59368,"the story of a girl who is trapped in a generational curse, which does not allow her love & marriage and her lover who vows to conquer this curse.",3.203,2010-03-19 00:00:00,shaapit,5.9,6.0,horror,[],march,2010.0,manmohansingh,dharmendrarawal,adityanarayan shwetaagarwal rahuldev muralisharma nishigandhawad,amanbharadwaj kaayashekhawat professorpashupati kaaya'sfather kaaya'smother,the story of a girl who is trapped in a generational curse  which does not allow her love   marriage and her lover who vows to conquer this curse  horror    adityanarayan shwetaagarwal rahuldev muralisharma nishigandhawad amanbharadwaj kaayashekhawat professorpashupati kaaya sfather kaaya smother manmohansingh dharmendrarawal
693841,"nikamma is an action-comedy, which is a remake of 2017 telugu film film middle class abbayi.",3.704,2022-06-17 00:00:00,nikamma,3.8,4.0,action comedy,[],june,2022.0,sabbirkhan,roshansingh,shilpashettykundra abhimanyudasani shirleysetia abhimanyusingh samirsoni,    ,nikamma is an action comedy which is a remake of 2017 telugu film film middle class abbayi action comedy  shilpashettykundra abhimanyudasani shirleysetia abhimanyusingh samirsoni   sabbirkhan roshansingh
30695,"sameer is the archetypal struggler who leaves his dad in delhi and comes to mumbai, chasing dreams of becoming a star in bollywood. does he manage to survive the bleak and grueling rounds of endless auditions, broken promises and missed chances?",3.582,2010-01-15 00:00:00,chance pe dance,5.2,27.0,music romance drama,[],january,2010.0,kenghosh,ronniescrewvala,shahidkapoor geneliad'souza satishshah mohnishbehl vikasbhalla,sameerbehl tinasharma principal rajeevsharma gauravsaxena,sameer is the archetypal struggler who leaves his dad in delhi and comes to mumbai  chasing dreams of becoming a star in bollywood  does he manage to survive the bleak and grueling rounds of endless auditions  broken promises and missed chances  music romance drama    shahidkapoor geneliad souza satishshah mohnishbehl vikasbhalla sameerbehl tinasharma principal rajeevsharma gauravsaxena kenghosh ronniescrewvala
134841,"one half of an identical set of twins, the mischievous chunni is known in her hometown for the pranks she plays, notably on her father, the schoolteacher and the village butcher. to get out of trouble, chunni often impersonates her sister munni and makes others look a fool.",4.75,2002-11-22 00:00:00,makdee,6.8,16.0,family,['witch'],november,2002.0,vishalbhardwaj,sanjayroutray,shabanaazmi makranddeshpande shwetabasuprasad dayashankarpandey shamminarang,makdee kallu chunni/munni schoolteacher himself,one half of an identical set of twins  the mischievous chunni is known in her hometown for the pranks she plays  notably on her father  the schoolteacher and the village butcher  to get out of trouble  chunni often impersonates her sister munni and makes others look a fool  family   witch   shabanaazmi makranddeshpande shwetabasuprasad dayashankarpandey shamminarang makdee kallu chunni munni schoolteacher himself vishalbhardwaj sanjayroutray
166874,"taking place almost entirely over the course of one stormy night, a woman is terrified when an accused murderer escapes from a mental hospital and seeks refuge in her home.",2.48,1969-10-04 00:00:00,ittefaq,6.1,7.0,crime mystery thriller,[],october,1969.0,yashchopra,,nanda rajeshkhanna sujitkumar bindu madanpuri,rekha diliproy  renu publicprosecutorkhanna,taking place almost entirely over the course of one stormy night a woman is terrified when an accused murderer escapes from a mental hospital and seeks refuge in her home crime mystery thriller  nanda rajeshkhanna sujitkumar bindu madanpuri rekha diliproy renu publicprosecutorkhanna yashchopra 
19951,"the year is 1920 and the house isolated in the wilderness has a secret. it is waiting for the curse to come true. for years, everyone who has bought the house and tried to pull it down has died of mysterious circumstances. it is like the house has a will and a life of its own.",4.36,2008-09-12 00:00:00,1920,5.8,28.0,horror,[],september,2008.0,manmohansingh,surendrasharma,rajneeshduggal adahsharma anjorialagh rajzutshi vipinsharma,arjunsinghrathod lisasinghrathod gayatri priest(asrajzutshi) servant,the year is 1920 and the house isolated in the wilderness has a secret  it is waiting for the curse to come true  for years  everyone who has bought the house and tried to pull it down has died of mysterious circumstances  it is like the house has a will and a life of its own  horror    rajneeshduggal adahsharma anjorialagh rajzutshi vipinsharma arjunsinghrathod lisasinghrathod gayatri priest asrajzutshi  servant manmohansingh surendrasharma
478474,devotional hindi movie.,2.518,1994-09-20 00:00:00,jai maa vaishno devi,0.0,0.0,,[],september,1994.0,shatilalsoni,,rakeshbedi gajendrachouhan arungovil kiranjuneja girjashankar,    ,devotional hindi movie   rakeshbedi gajendrachouhan arungovil kiranjuneja girjashankar   shatilalsoni 
120101,an aspiring actor and a struggling dj team up to pursue the ladies they love and a diamond that rightfully belongs to their oversexed dog.,2.831,2012-06-05 00:00:00,kyaa super kool hain hum,4.8,27.0,drama,[],june,2012.0,,,tussharkapoor riteshdeshmukh sarah-janedias anupamkher nehasharma,  anu  ,an aspiring actor and a struggling dj team up to pursue the ladies they love and a diamond that rightfully belongs to their oversexed dog drama  tussharkapoor riteshdeshmukh sarah janedias anupamkher nehasharma  anu  
414276,a debt collector becomes a major sensation when he takes on the rich man's sport of golfing.,3.005,2016-09-09 00:00:00,freaky ali,5.7,16.0,comedy romance,"['golf','sports']",september,2016.0,vikramchopra,,nawazuddinsiddiqui arbaazkhan amyjackson nikitindheer jasarora,ali maqsood megha dangerbhai vikramrathore,a debt collector becomes a major sensation when he takes on the rich man s sport of golfing  comedy romance   golf   sports   nawazuddinsiddiqui arbaazkhan amyjackson nikitindheer jasarora ali maqsood megha dangerbhai vikramrathore vikramchopra 
161468,"at a leading ad agency, the battle for the top job between rahul verma, the advertising ceo, and maya luthra, his ambitious protégée, takes an ugly turn when maya files a sexual harassment complaint against rahul.",3.872,2013-01-18 00:00:00,inkaar,5.5,20.0,,[],january,2013.0,,,arjunrampal chitrangdasingh deeptinaval vipinsharma kanwaljitsingh,rahulverma mayaluthra mrs.kamdhar gupta rahul'sfather,at a leading ad agency the battle for the top job between rahul verma the advertising ceo and maya luthra his ambitious protégée takes an ugly turn when maya files a sexual harassment complaint against rahul   arjunrampal chitrangdasingh deeptinaval vipinsharma kanwaljitsingh rahulverma mayaluthra mrs kamdhar gupta rahul sfather 
589469,"the journey of five petitioners who challenged section 377 of the indian penal code. witness the struggles of the lgbt community, and the landmark judgment that marked the beginning of a new era of equality.",2.07,2019-03-19 00:00:00,377 ab normal,6.0,2.0,drama,[],march,2019.0,farukkabir,,siddharthmakkar maanvigagroo tanviazmi mohammedzeeshanayyub kumudmishra,    ,the journey of five petitioners who challenged section 377 of the indian penal code witness the struggles of the lgbt community and the landmark judgment that marked the beginning of a new era of equality drama  siddharthmakkar maanvigagroo tanviazmi mohammedzeeshanayyub kumudmishra   farukkabir 
140883,"prahaar is the story of major chavan, a tough and stern soldier, trained to destroy the enemy. he can see the enemy on our borders but is unaware of the invisible enemy within ourselves. when one of major's commandos - peter d'souza is killed, he is shown the harsh reality revolving around us, the enemy is within ourselves. the battlefield changes and major chavan makes his final attack on the enemy within this crumbling society.",3.197,1991-01-01 00:00:00,prahaar,7.8,6.0,,[],january,1991.0,,deepakbhingardive,makranddeshpande madhuridixit gautamjoglekar dimplekapadia khanjahangirkhan,shirley'sbrother shirley peterd'souza kiran terrorist,prahaar is the story of major chavan a tough and stern soldier trained to destroy the enemy he can see the enemy on our borders but is unaware of the invisible enemy within ourselves when one of major s commandos  peter d souza is killed he is shown the harsh reality revolving around us the enemy is within ourselves the battlefield changes and major chavan makes his final attack on the enemy within this crumbling society   makranddeshpande madhuridixit gautamjoglekar dimplekapadia khanjahangirkhan shirley sbrother shirley peterd souza kiran terrorist deepakbhingardive
432516,a man (rajesh khanna) comes to the rescue of a woman (hema malini) who is being molested by her boss and hires her on as his secretary.,3.017,1974-05-24 00:00:00,prem nagar,0.0,0.0,drama romance,['musical'],may,1974.0,k.s.prakashrao,b.ramanaidu,rajeshkhanna hemamalini premchopra asrani bindu,chhoteykunverkaranu.singh lata badeykunvershamsheru.singh takatram shamsher'swife,a man  rajesh khanna  comes to the rescue of a woman  hema malini  who is being molested by her boss and hires her on as his secretary  drama romance   musical   rajeshkhanna hemamalini premchopra asrani bindu chhoteykunverkaranu singh lata badeykunvershamsheru singh takatram shamsher swife k s prakashrao b ramanaidu
